,Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %
307,28.01.2020,"9.269,68","9.201,82","9.288,87","9.182,33","530,77M","1,43%"
308,27.01.2020,"9.139,31","9.092,46","9.185,45","9.088,04","686,78M","-1,89%"
309,24.01.2020,"9.314,91","9.446,20","9.451,43","9.273,23","629,46M","-0,93%"
310,23.01.2020,"9.402,48","9.377,72","9.409,20","9.334,13","611,04M","0,20%"
311,22.01.2020,"9.383,77","9.413,61","9.439,29","9.375,13","580,34M","0,14%"
312,21.01.2020,"9.370,81","9.361,07","9.397,58","9.350,20","691,60M","-0,19%"
313,17.01.2020,"9.388,94","9.392,37","9.393,48","9.346,81","659,47M","0,34%"
314,16.01.2020,"9.357,13","9.313,44","9.357,92","9.301,32","567,15M","1,06%"
315,15.01.2020,"9.258,69","9.253,76","9.298,82","9.231,14","584,77M","0,08%"
316,14.01.2020,"9.251,33","9.270,61","9.298,33","9.226,49","624,22M","-0,24%"
317,13.01.2020,"9.273,93","9.213,72","9.274,49","9.193,06","605,16M","1,04%"
318,10.01.2020,"9.178,86","9.232,94","9.235,20","9.164,66","585,08M","-0,27%"
319,09.01.2020,"9.203,43","9.202,27","9.215,95","9.158,50","601,33M","0,81%"
320,08.01.2020,"9.129,24","9.068,03","9.168,89","9.059,38","595,81M","0,67%"
321,07.01.2020,"9.068,58","9.076,65","9.091,93","9.042,55","552,23M","-0,03%"
322,06.01.2020,"9.071,47","8.943,50","9.072,41","8.943,50","690,23M","0,56%"
323,03.01.2020,"9.020,77","8.976,43","9.065,76","8.976,43","618,55M","-0,79%"
324,02.01.2020,"9.092,19","9.039,46","9.093,43","9.010,89","654,95M","1,33%"
325,31.12.2019,"8.972,60","8.918,74","8.975,35","8.912,77","554,99M","0,30%"
326,30.12.2019,"8.945,99","9.004,45","9.006,36","8.909,19","483,98M","-0,67%"
327,27.12.2019,"9.006,62","9.049,47","9.052,00","8.987,32","443,17M","-0,17%"
328,26.12.2019,"9.022,39","8.970,21","9.022,46","8.968,45","394,33M","0,78%"
329,24.12.2019,"8.952,88","8.955,01","8.957,12","8.934,36","248,97M","0,08%"
330,23.12.2019,"8.945,65","8.950,20","8.956,64","8.934,55","510,23M","0,23%"
331,20.12.2019,"8.924,95","8.911,84","8.931,91","8.901,87","1,60B","0,42%"
332,19.12.2019,"8.887,22","8.838,97","8.888,13","8.838,97","629,57M","0,67%"
333,18.12.2019,"8.827,74","8.834,65","8.848,76","8.820,42","680,42M","0,05%"
334,17.12.2019,"8.823,36","8.829,47","8.831,99","8.804,60","594,89M","0,10%"
335,16.12.2019,"8.814,23","8.791,31","8.833,45","8.789,77","632,71M","0,91%"
336,13.12.2019,"8.734,88","8.713,91","8.768,87","8.697,58","543,98M","0,20%"
337,12.12.2019,"8.717,32","8.645,36","8.745,82","8.633,60","588,22M","0,73%"
338,11.12.2019,"8.654,05","8.631,12","8.658,48","8.622,35","486,22M","0,44%"
339,10.12.2019,"8.616,18","8.623,56","8.650,76","8.600,82","515,36M","-0,07%"
340,09.12.2019,"8.621,83","8.650,86","8.678,85","8.619,77","547,63M","-0,40%"
341,06.12.2019,"8.656,53","8.634,25","8.665,44","8.630,58","527,65M","1,00%"
342,05.12.2019,"8.570,70","8.587,93","8.588,89","8.541,92","536,69M","0,05%"
343,04.12.2019,"8.566,67","8.557,44","8.584,88","8.552,38","571,97M","0,54%"
344,03.12.2019,"8.520,64","8.460,72","8.523,98","8.435,40","599,92M","-0,55%"
345,02.12.2019,"8.567,99","8.672,84","8.672,84","8.540,16","559,26M","-1,12%"
346,29.11.2019,"8.665,47","8.682,01","8.697,33","8.664,03","303,12M","-0,46%"
347,27.11.2019,"8.705,17","8.669,59","8.705,91","8.662,58","436,37M","0,66%"
348,26.11.2019,"8.647,93","8.635,40","8.659,73","8.625,62","739,47M","0,18%"
349,25.11.2019,"8.632,49","8.559,65","8.633,15","8.559,65","575,98M","1,32%"
350,22.11.2019,"8.519,89","8.530,54","8.535,46","8.477,49","459,67M","0,16%"
351,21.11.2019,"8.506,21","8.527,87","8.530,73","8.487,29","520,65M","-0,24%"
352,20.11.2019,"8.526,73","8.543,57","8.578,27","8.468,63","771,51M","-0,51%"
353,19.11.2019,"8.570,66","8.578,02","8.589,76","8.536,73","533,69M","0,24%"
354,18.11.2019,"8.549,94","8.529,16","8.559,78","8.503,62","523,43M","0,11%"
355,15.11.2019,"8.540,83","8.524,48","8.540,83","8.506,80","588,62M","0,73%"
356,14.11.2019,"8.479,02","8.461,06","8.485,36","8.441,58","499,40M","-0,04%"
357,13.11.2019,"8.482,10","8.455,02","8.496,90","8.451,34","521,49M","-0,05%"
358,12.11.2019,"8.486,09","8.471,07","8.514,84","8.462,99","491,23M","0,26%"
359,11.11.2019,"8.464,28","8.431,26","8.467,29","8.425,49","435,56M","-0,13%"
360,08.11.2019,"8.475,31","8.422,67","8.475,57","8.405,89","508,33M","0,48%"
361,07.11.2019,"8.434,52","8.455,11","8.483,16","8.415,87","618,39M","0,28%"
362,06.11.2019,"8.410,63","8.426,57","8.426,57","8.379,33","584,19M","-0,29%"
363,05.11.2019,"8.434,68","8.446,62","8.457,39","8.421,05","559,52M","0,02%"
364,04.11.2019,"8.433,20","8.445,50","8.451,37","8.421,30","555,69M","0,56%"
365,01.11.2019,"8.386,40","8.335,05","8.386,75","8.326,56","519,42M","1,13%"
366,31.10.2019,"8.292,36","8.314,38","8.321,80","8.248,81","608,63M","-0,14%"
367,30.10.2019,"8.303,98","8.284,28","8.315,50","8.241,70","484,37M","0,33%"
368,29.10.2019,"8.276,85","8.313,35","8.319,29","8.275,14","468,38M","-0,59%"
369,28.10.2019,"8.325,99","8.285,77","8.335,56","8.285,27","488,91M","1,01%"
370,25.10.2019,"8.243,12","8.150,59","8.249,97","8.150,59","475,98M","0,70%"
371,24.10.2019,"8.185,80","8.180,04","8.187,84","8.137,66","468,72M","0,81%"
372,23.10.2019,"8.119,79","8.090,24","8.122,89","8.078,35","457,42M","0,19%"
373,22.10.2019,"8.104,30","8.188,12","8.194,62","8.101,98","463,31M","-0,72%"
374,21.10.2019,"8.162,99","8.137,42","8.164,14","8.117,26","482,28M","0,91%"
375,18.10.2019,"8.089,54","8.149,85","8.157,36","8.045,38","559,75M","-0,83%"
376,17.10.2019,"8.156,85","8.176,91","8.183,64","8.131,25","488,85M","0,40%"
377,16.10.2019,"8.124,18","8.119,81","8.146,15","8.103,38","470,30M","-0,30%"
378,15.10.2019,"8.148,71","8.074,85","8.166,18","8.071,81","447,40M","1,24%"
379,14.10.2019,"8.048,65","8.044,35","8.069,85","8.036,41","380,78M","-0,10%"
380,11.10.2019,"8.057,04","8.047,34","8.115,80","8.046,80","549,19M","1,34%"
381,10.10.2019,"7.950,77","7.904,56","7.982,85","7.899,81","451,97M","0,60%"
382,09.10.2019,"7.903,73","7.895,96","7.930,91","7.873,52","391,06M","1,02%"
383,08.10.2019,"7.823,76","7.898,27","7.921,88","7.823,73","478,69M","-1,67%"
384,07.10.2019,"7.956,28","7.956,41","8.013,31","7.942,08","477,67M","-0,33%"
385,04.10.2019,"7.982,46","7.908,44","7.986,62","7.899,39","443,55M","1,40%"
386,03.10.2019,"7.872,25","7.787,02","7.872,27","7.700,00","518,32M","1,12%"
387,02.10.2019,"7.785,23","7.851,13","7.852,70","7.744,95","629,68M","-1,56%"
388,01.10.2019,"7.908,67","8.026,83","8.062,50","7.906,29","541,53M","-1,13%"
389,30.09.2019,"7.999,33","7.964,09","8.012,16","7.949,63","510,05M","0,75%"
390,27.09.2019,"7.939,63","8.047,11","8.051,83","7.890,28","527,85M","-1,13%"
391,26.09.2019,"8.030,66","8.070,12","8.072,11","7.991,02","472,49M","-0,58%"
392,25.09.2019,"8.077,38","7.990,66","8.095,00","7.935,57","532,51M","1,05%"
393,24.09.2019,"7.993,63","8.147,23","8.158,84","7.969,65","608,62M","-1,46%"
394,23.09.2019,"8.112,46","8.106,49","8.135,81","8.085,34","473,44M","-0,06%"
395,20.09.2019,"8.117,67","8.184,88","8.202,82","8.086,16","1,52B","-0,80%"
396,19.09.2019,"8.182,88","8.193,59","8.237,43","8.174,32","492,92M","0,07%"
397,18.09.2019,"8.177,39","8.174,62","8.179,87","8.086,22","542,24M","-0,11%"
398,17.09.2019,"8.186,02","8.148,65","8.188,23","8.139,82","471,62M","0,40%"
399,16.09.2019,"8.153,54","8.121,64","8.165,32","8.121,25","483,84M","-0,28%"
400,13.09.2019,"8.176,71","8.190,57","8.210,20","8.165,47","495,64M","-0,22%"
401,12.09.2019,"8.194,47","8.206,58","8.243,80","8.176,73","557,77M","0,30%"
402,11.09.2019,"8.169,68","8.091,68","8.169,68","8.081,56","595,76M","1,06%"
403,10.09.2019,"8.084,15","8.049,98","8.086,53","8.001,69","609,35M","-0,04%"
404,09.09.2019,"8.087,44","8.130,91","8.131,65","8.052,35","573,75M","-0,19%"
405,06.09.2019,"8.103,07","8.125,58","8.134,39","8.098,52","478,40M","-0,17%"
406,05.09.2019,"8.116,83","8.061,29","8.134,42","8.061,29","542,83M","1,75%"
407,04.09.2019,"7.976,88","7.949,81","7.981,41","7.928,94","509,99M","1,30%"
408,03.09.2019,"7.874,16","7.906,44","7.940,37","7.847,32","512,49M","-1,11%"
409,30.08.2019,"7.962,88","8.015,16","8.017,91","7.914,74","467,01M","-0,13%"
410,29.08.2019,"7.973,39","7.945,78","7.992,29","7.925,83","434,25M","1,48%"
411,28.08.2019,"7.856,88","7.798,35","7.866,87","7.766,67","420,87M","0,38%"
412,27.08.2019,"7.826,95","7.908,78","7.916,83","7.795,18","532,80M","-0,34%"
413,26.08.2019,"7.853,73","7.829,58","7.856,04","7.789,05","446,37M","1,32%"
414,23.08.2019,"7.751,77","7.943,65","8.005,34","7.730,77","598,42M","-3,00%"
415,22.08.2019,"7.991,39","8.038,79","8.048,58","7.937,12","456,70M","-0,36%"
416,21.08.2019,"8.020,21","8.017,07","8.036,94","7.998,50","428,16M","0,90%"
417,20.08.2019,"7.948,56","7.989,36","8.010,58","7.948,09","452,71M","-0,68%"
418,19.08.2019,"8.002,81","8.006,18","8.026,75","7.974,36","500,92M","1,35%"
419,16.08.2019,"7.895,99","7.828,35","7.907,52","7.828,35","543,84M","1,67%"
420,15.08.2019,"7.766,62","7.790,20","7.805,93","7.716,55","539,47M","-0,09%"
421,14.08.2019,"7.773,94","7.877,33","7.900,28","7.762,87","637,26M","-3,02%"
422,13.08.2019,"8.016,36","7.863,41","8.065,24","7.851,58","604,20M","1,95%"
423,12.08.2019,"7.863,41","7.907,49","7.924,99","7.833,79","536,97M","-1,20%"
424,09.08.2019,"7.959,14","7.997,19","8.020,56","7.910,35","568,09M","-1,00%"
425,08.08.2019,"8.039,16","7.921,59","8.041,12","7.896,15","659,54M","2,24%"
426,07.08.2019,"7.862,83","7.747,27","7.881,38","7.702,42","615,18M","0,38%"
427,06.08.2019,"7.833,27","7.804,51","7.845,01","7.739,57","564,77M","1,39%"
428,05.08.2019,"7.726,04","7.823,33","7.836,45","7.662,90","699,01M","-3,47%"
429,02.08.2019,"8.004,07","8.056,42","8.068,80","7.953,67","584,30M","-1,32%"
430,01.08.2019,"8.111,12","8.190,56","8.311,04","8.080,52","703,64M","-0,79%"
431,31.07.2019,"8.175,42","8.290,80","8.299,83","8.110,02","758,73M","-1,19%"
432,30.07.2019,"8.273,61","8.231,77","8.295,46","8.228,02","510,52M","-0,24%"
433,29.07.2019,"8.293,33","8.325,10","8.325,28","8.247,37","511,48M","-0,44%"
434,26.07.2019,"8.330,21","8.294,30","8.339,64","8.291,12","529,37M","1,11%"
435,25.07.2019,"8.238,54","8.294,68","8.295,95","8.233,40","535,59M","-1,00%"
436,24.07.2019,"8.321,50","8.227,36","8.321,81","8.226,50","528,51M","0,85%"
437,23.07.2019,"8.251,40","8.242,50","8.251,83","8.193,89","474,75M","0,58%"
438,22.07.2019,"8.204,14","8.171,99","8.218,42","8.171,54","491,48M","0,71%"
439,19.07.2019,"8.146,49","8.241,34","8.245,78","8.144,63","520,02M","-0,74%"
440,18.07.2019,"8.207,24","8.151,76","8.215,58","8.135,12","487,19M","0,27%"
441,17.07.2019,"8.185,21","8.224,00","8.230,67","8.184,66","473,28M","-0,46%"
442,16.07.2019,"8.222,80","8.251,66","8.259,75","8.204,23","473,99M","-0,43%"
443,15.07.2019,"8.258,18","8.263,18","8.264,78","8.236,27","470,85M","0,17%"
444,12.07.2019,"8.244,14","8.209,20","8.245,66","8.201,52","500,70M","0,59%"
445,11.07.2019,"8.196,04","8.219,28","8.226,18","8.171,63","483,49M","-0,08%"
446,10.07.2019,"8.202,53","8.183,19","8.228,60","8.160,56","508,18M","0,75%"
447,09.07.2019,"8.141,73","8.061,41","8.146,98","8.061,32","468,36M","0,54%"
448,08.07.2019,"8.098,38","8.112,91","8.112,91","8.078,39","511,73M","-0,78%"
449,05.07.2019,"8.161,79","8.123,28","8.171,97","8.093,66","425,69M","-0,10%"
450,03.07.2019,"8.170,23","8.129,57","8.170,23","8.122,34","408,20M","0,75%"
451,02.07.2019,"8.109,09","8.086,65","8.109,37","8.063,10","488,38M","0,22%"
452,01.07.2019,"8.091,16","8.145,85","8.150,45","8.059,29","583,42M","1,06%"
453,28.06.2019,"8.006,24","7.988,76","8.010,15","7.961,46","1,76B","0,48%"
454,27.06.2019,"7.967,76","7.939,36","7.976,58","7.935,47","523,93M","0,73%"
455,26.06.2019,"7.909,97","7.933,93","7.974,28","7.903,07","537,92M","0,32%"
456,25.06.2019,"7.884,72","8.005,27","8.007,31","7.879,15","547,78M","-1,51%"
457,24.06.2019,"8.005,70","8.040,58","8.047,56","8.004,63","528,18M","-0,32%"
458,21.06.2019,"8.031,71","8.028,69","8.073,02","8.011,20","1,20B","-0,24%"
459,20.06.2019,"8.051,34","8.087,45","8.088,88","7.996,87","528,69M","0,80%"
460,19.06.2019,"7.987,32","7.970,26","7.998,59","7.930,38","536,80M","0,42%"
461,18.06.2019,"7.953,88","7.920,98","8.005,21","7.911,67","567,69M","1,39%"
462,17.06.2019,"7.845,02","7.819,43","7.865,98","7.812,61","502,92M","0,62%"
463,14.06.2019,"7.796,66","7.807,19","7.819,21","7.778,12","465,37M","-0,52%"
464,13.06.2019,"7.837,13","7.822,56","7.848,36","7.813,60","460,87M","0,57%"
465,12.06.2019,"7.792,72","7.803,13","7.819,16","7.773,97","481,74M","-0,38%"
466,11.06.2019,"7.822,57","7.901,04","7.909,99","7.798,63","534,58M","-0,01%"
467,10.06.2019,"7.823,17","7.798,87","7.895,44","7.795,76","522,20M","1,05%"
468,07.06.2019,"7.742,10","7.652,97","7.767,02","7.647,91","516,84M","1,66%"
469,06.06.2019,"7.615,55","7.582,24","7.634,12","7.546,22","542,41M","0,53%"
470,05.06.2019,"7.575,48","7.585,68","7.589,47","7.498,17","537,32M","0,64%"
471,04.06.2019,"7.527,12","7.413,94","7.529,50","7.385,02","619,53M","2,65%"
472,03.06.2019,"7.333,02","7.441,22","7.457,66","7.292,22","658,41M","-1,61%"
473,31.05.2019,"7.453,15","7.470,95","7.506,86","7.448,23","590,43M","-1,51%"
474,30.05.2019,"7.567,72","7.565,46","7.595,90","7.527,66","454,61M","0,27%"
475,29.05.2019,"7.547,31","7.553,02","7.581,11","7.503,94","579,48M","-0,79%"
476,28.05.2019,"7.607,35","7.655,66","7.693,74","7.603,76","785,60M","-0,39%"
477,24.05.2019,"7.637,01","7.675,57","7.694,15","7.631,25","422,81M","0,11%"
478,23.05.2019,"7.628,28","7.660,72","7.665,15","7.585,32","597,20M","-1,58%"
479,22.05.2019,"7.750,84","7.749,81","7.786,33","7.738,35","466,48M","-0,45%"
480,21.05.2019,"7.785,72","7.765,57","7.804,44","7.752,92","500,28M","1,08%"
481,20.05.2019,"7.702,38","7.714,06","7.747,27","7.678,35","551,65M","-1,46%"
482,17.05.2019,"7.816,28","7.829,03","7.918,71","7.810,35","579,07M","-1,04%"
483,16.05.2019,"7.898,05","7.832,58","7.946,23","7.826,67","532,35M","0,97%"
484,15.05.2019,"7.822,15","7.682,80","7.838,72","7.682,24","503,47M","1,13%"
485,14.05.2019,"7.734,49","7.689,66","7.776,20","7.665,30","525,13M","1,14%"
486,13.05.2019,"7.647,02","7.720,07","7.760,83","7.627,23","650,13M","-3,41%"
487,10.05.2019,"7.916,94","7.881,31","7.949,34","7.759,34","587,10M","0,08%"
488,09.05.2019,"7.910,59","7.853,21","7.929,78","7.796,16","620,65M","-0,41%"
489,08.05.2019,"7.943,32","7.946,24","8.004,49","7.923,35","558,26M","-0,26%"
490,07.05.2019,"7.963,76","8.043,52","8.070,97","7.899,02","617,48M","-1,96%"
491,06.05.2019,"8.123,29","7.981,85","8.135,54","7.981,85","518,37M","-0,50%"
492,03.05.2019,"8.164,00","8.092,88","8.164,71","8.084,80","524,43M","1,58%"
493,02.05.2019,"8.036,77","8.046,48","8.094,06","7.976,77","540,17M","-0,16%"
494,01.05.2019,"8.049,64","8.132,93","8.146,00","8.048,23","578,26M","-0,57%"
495,30.04.2019,"8.095,39","8.104,91","8.124,61","8.050,55","582,27M","-0,81%"
496,29.04.2019,"8.161,85","8.147,65","8.176,08","8.136,41","446,01M","0,19%"
497,26.04.2019,"8.146,40","8.100,28","8.146,42","8.060,89","504,72M","0,34%"
498,25.04.2019,"8.118,68","8.150,85","8.151,85","8.075,41","534,96M","0,21%"
499,24.04.2019,"8.102,02","8.122,88","8.139,55","8.101,70","506,59M","-0,23%"
500,23.04.2019,"8.120,82","8.026,74","8.128,88","8.023,81","513,60M","1,32%"
501,22.04.2019,"8.015,27","7.969,37","8.017,15","7.965,90","445,01M","0,22%"
502,18.04.2019,"7.998,06","7.998,44","8.002,31","7.950,97","561,24M","0,02%"
503,17.04.2019,"7.996,08","8.044,97","8.052,40","7.973,38","569,99M","-0,05%"
504,16.04.2019,"8.000,23","8.000,57","8.017,56","7.978,81","504,80M","0,30%"
505,15.04.2019,"7.976,01","7.987,16","7.993,33","7.933,56","439,60M","-0,10%"
506,12.04.2019,"7.984,16","7.984,15","7.992,09","7.952,61","470,31M","0,46%"
507,11.04.2019,"7.947,36","7.975,20","7.975,20","7.933,41","464,50M","-0,21%"
508,10.04.2019,"7.964,24","7.922,73","7.965,33","7.916,90","500,46M","0,69%"
509,09.04.2019,"7.909,28","7.924,77","7.945,55","7.897,61","492,39M","-0,56%"
510,08.04.2019,"7.953,88","7.924,89","7.955,90","7.891,85","500,60M","0,19%"
511,05.04.2019,"7.938,69","7.914,51","7.940,45","7.909,14","526,60M","0,59%"
512,04.04.2019,"7.891,78","7.894,26","7.917,65","7.844,96","520,12M","-0,05%"
513,03.04.2019,"7.895,55","7.891,18","7.938,26","7.870,90","618,18M","0,60%"
514,02.04.2019,"7.848,69","7.824,61","7.854,92","7.811,28","516,21M","0,25%"
515,01.04.2019,"7.828,91","7.800,24","7.831,45","7.777,10","533,38M","1,29%"
516,29.03.2019,"7.729,32","7.726,71","7.733,62","7.688,51","654,73M","0,78%"
517,28.03.2019,"7.669,17","7.660,07","7.689,16","7.619,82","481,24M","0,34%"
518,27.03.2019,"7.643,38","7.702,05","7.712,84","7.582,09","553,67M","-0,63%"
519,26.03.2019,"7.691,52","7.700,00","7.738,17","7.649,21","516,86M","0,71%"
520,25.03.2019,"7.637,54","7.618,98","7.662,38","7.579,29","516,09M","-0,07%"
521,22.03.2019,"7.642,67","7.800,25","7.817,83","7.642,57","622,74M","-2,50%"
522,21.03.2019,"7.838,96","7.705,43","7.850,10","7.705,43","634,29M","1,42%"
523,20.03.2019,"7.728,97","7.721,95","7.779,24","7.674,04","584,52M","0,06%"
524,19.03.2019,"7.723,95","7.747,40","7.767,89","7.699,15","632,44M","0,12%"
525,18.03.2019,"7.714,48","7.696,38","7.737,67","7.677,74","595,69M","0,34%"
526,15.03.2019,"7.688,53","7.658,41","7.714,96","7.652,03","1,43B","0,76%"
527,14.03.2019,"7.630,91","7.644,79","7.653,10","7.627,02","590,48M","-0,16%"
528,13.03.2019,"7.643,40","7.621,38","7.677,07","7.619,46","619,49M","0,69%"
529,12.03.2019,"7.591,03","7.571,85","7.611,13","7.560,46","543,48M","0,44%"
530,11.03.2019,"7.558,06","7.442,56","7.558,23","7.442,40","557,76M","2,02%"
531,08.03.2019,"7.408,14","7.334,35","7.411,52","7.332,92","559,33M","-0,18%"
532,07.03.2019,"7.421,46","7.483,79","7.489,08","7.397,19","599,91M","-1,13%"
533,06.03.2019,"7.505,92","7.575,38","7.579,02","7.499,87","558,83M","-0,93%"
534,05.03.2019,"7.576,36","7.582,29","7.598,66","7.543,54","537,99M","-0,02%"
535,04.03.2019,"7.577,57","7.636,62","7.643,66","7.501,56","643,15M","-0,23%"
536,01.03.2019,"7.595,35","7.587,45","7.603,03","7.540,75","611,93M","0,83%"
537,28.02.2019,"7.532,53","7.533,31","7.561,90","7.516,48","735,11M","-0,29%"
538,27.02.2019,"7.554,51","7.526,42","7.562,30","7.485,39","584,52M","0,07%"
539,26.02.2019,"7.549,30","7.535,29","7.573,22","7.524,31","597,66M","-0,07%"
540,25.02.2019,"7.554,46","7.585,30","7.602,69","7.551,61","597,61M","0,36%"
541,22.02.2019,"7.527,55","7.481,63","7.527,55","7.479,01","595,34M","0,91%"
542,21.02.2019,"7.459,71","7.475,41","7.485,75","7.430,89","513,67M","-0,39%"
543,20.02.2019,"7.489,07","7.490,31","7.513,70","7.455,25","548,58M","0,03%"
544,19.02.2019,"7.486,77","7.450,75","7.507,79","7.450,27","524,36M","0,19%"
545,15.02.2019,"7.472,41","7.468,57","7.477,28","7.440,26","606,68M","0,61%"
546,14.02.2019,"7.426,95","7.390,25","7.454,42","7.375,71","529,29M","0,09%"
547,13.02.2019,"7.420,38","7.437,46","7.461,66","7.413,84","503,43M","0,08%"
548,12.02.2019,"7.414,62","7.358,85","7.419,43","7.349,81","515,00M","1,46%"
549,11.02.2019,"7.307,90","7.327,37","7.343,56","7.290,03","480,65M","0,13%"
550,08.02.2019,"7.298,20","7.232,30","7.299,44","7.225,14","514,65M","0,14%"
551,07.02.2019,"7.288,35","7.316,50","7.336,74","7.235,05","568,69M","-1,18%"
552,06.02.2019,"7.375,28","7.400,44","7.410,77","7.346,72","532,51M","-0,36%"
553,05.02.2019,"7.402,08","7.356,34","7.408,69","7.355,36","551,12M","0,74%"
554,04.02.2019,"7.347,54","7.266,28","7.348,23","7.261,07","498,43M","1,15%"
555,01.02.2019,"7.263,87","7.256,37","7.299,94","7.243,41","639,92M","-0,25%"
556,31.01.2019,"7.281,74","7.208,17","7.303,12","7.205,94","769,26M","1,37%"
557,30.01.2019,"7.183,08","7.094,79","7.201,31","7.065,57","610,50M","2,20%"
558,29.01.2019,"7.028,29","7.087,49","7.092,29","7.011,47","498,85M","-0,81%"
559,28.01.2019,"7.085,69","7.075,01","7.086,30","7.034,25","582,85M","-1,10%"
560,25.01.2019,"7.164,86","7.128,19","7.174,56","7.111,09","592,67M","1,29%"
561,24.01.2019,"7.073,46","7.042,25","7.078,96","7.029,95","574,84M","0,68%"
562,23.01.2019,"7.025,77","7.061,65","7.084,85","6.953,23","553,19M","0,08%"
563,22.01.2019,"7.020,36","7.109,57","7.110,16","6.979,81","627,08M","-1,91%"
564,18.01.2019,"7.157,23","7.134,10","7.185,38","7.096,62","632,26M","1,03%"
565,17.01.2019,"7.084,46","7.010,13","7.113,95","7.003,62","518,86M","0,71%"
566,16.01.2019,"7.034,69","7.033,75","7.079,63","7.028,12","511,90M","0,15%"
567,15.01.2019,"7.023,83","6.931,39","7.025,85","6.928,12","494,72M","1,71%"
568,14.01.2019,"6.905,91","6.908,03","6.936,22","6.887,48","491,73M","-0,94%"
569,11.01.2019,"6.971,48","6.947,46","6.975,65","6.933,60","499,27M","-0,21%"
570,10.01.2019,"6.986,07","6.908,65","6.991,37","6.877,08","532,02M","0,42%"
571,09.01.2019,"6.957,08","6.923,06","6.985,22","6.899,56","577,67M","0,87%"
572,08.01.2019,"6.897,00","6.893,44","6.909,58","6.795,86","599,42M","1,08%"
573,07.01.2019,"6.823,47","6.757,53","6.855,60","6.741,40","623,29M","1,26%"
574,04.01.2019,"6.738,86","6.567,14","6.760,69","6.554,24","688,19M","4,26%"
